id,alias,name,image_url,is_closed,url,review_count,categories/0/alias,categories/0/title,rating,coordinates/latitude,coordinates/longitude,price,location/address1,location/address2,location/address3,location/city,location/zip_code,location/country,location/state,location/display_address/0,location/display_address/1,phone,display_phone,distance,transactions/0,transactions/1,categories/1/alias,categories/1/title,categories/2/alias,categories/2/title,location/display_address/2,,,,,,,,,,,,,,,,,,
bgvm73MMjC2f5qo_RgXOXg,halcyon-charlotte,Halcyon,https://s3-media2.fl.yelpcdn.com/bphoto/SIcE7MURAJP1zgaZfGJgGw/o.jpg,FALSE,https://www.yelp.com/biz/halcyon-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,289,cocktailbars,Cocktail Bars,4,35.224421,-80.848247,$$$,500 S Tryon St,,,Charlotte,28202,US,NC,500 S Tryon St,"Charlotte, NC 28202",17049100865,(704) 910-0865,3538.238175,,,modern_european,Modern European,,,,,,,,,,,,,,,,,,,,,
QvxBnMcBPP1z_NAIYCqqdA,haberdish-charlotte,Haberdish,https://s3-media4.fl.yelpcdn.com/bphoto/SeS4dgz09bYCfd13dI8T5w/o.jpg,FALSE,https://www.yelp.com/biz/haberdish-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,734,southern,Southern,4.5,35.24650955,-80.80610657,$$,3106 N Davidson St,,,Charlotte,28205,US,NC,3106 N Davidson St,"Charlotte, NC 28205",17048171084,(704) 817-1084,6028.8733,,,cocktailbars,Cocktail Bars,,,,,,,,,,,,,,,,,,,,,
2um9bzTSvD3f2tkdBoA38g,kid-cashew-charlotte,Kid Cashew,https://s3-media3.fl.yelpcdn.com/bphoto/vWQey6ABs_z_Z6UaJgYdTw/o.jpg,FALSE,https://www.yelp.com/biz/kid-cashew-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,414,mediterranean,Mediterranean,4,35.1991851,-80.8414488,$$,1608 East Blvd,,,Charlotte,28203,US,NC,1608 East Blvd,"Charlotte, NC 28203",17042084148,(704) 208-4148,1049.934151,pickup,delivery,newamerican,American (New),,,,,,,,,,,,,,,,,,,,,
Ch7NAhB_MWSDwcNbcptEKg,mimosa-grill-charlotte,Mimosa Grill,https://s3-media2.fl.yelpcdn.com/bphoto/7BdnY1H8qQmnxVaKM9CiGw/o.jpg,FALSE,https://www.yelp.com/biz/mimosa-grill-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,497,southern,Southern,4,35.224472,-80.845472,$$,327 S Tryon St,,,Charlotte,28202,US,NC,327 S Tryon St,"Charlotte, NC 28202",17043430700,(704) 343-0700,3436.150921,,,newamerican,American (New),,,,,,,,,,,,,,,,,,,,,
B1imfnKRvcotaYacPGUrLQ,carpe-diem-restaurant-and-caterers-charlotte-4,Carpe Diem Restaurant & Caterers,https://s3-media1.fl.yelpcdn.com/bphoto/W21L6X7c9cXXaxyGMcCDfw/o.jpg,FALSE,https://www.yelp.com/biz/carpe-diem-restaurant-and-caterers-charlotte-4?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,190,newamerican,American (New),4,35.21413,-80.82649,$$$,1535 Elizabeth Ave,,,Charlotte,28204,US,NC,1535 Elizabeth Ave,"Charlotte, NC 28204",17043777976,(704) 377-7976,2032.53503,,,lounges,Lounges,venues,Venues & Event Spaces,,,,,,,,,,,,,,,,,,,
8xTuXU5uZ85WF-ZGqDNv_w,leroy-fox-south-end-charlotte,Leroy Fox South End,https://s3-media2.fl.yelpcdn.com/bphoto/M1z_RnUuAmTeX2NSor_UWQ/o.jpg,FALSE,https://www.yelp.com/biz/leroy-fox-south-end-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,216,southern,Southern,4,35.21416,-80.85804,$$,1616 Camden Rd,Ste 150,,Charlotte,28203,US,NC,1616 Camden Rd,Ste 150,19809995101,(980) 999-5101,3195.413983,,,,,,,"Charlotte, NC 28203",,,,,,,,,,,,,,,,,,
WbJ1LRQdOuYYlRLyTkuuxw,tupelo-honey-charlotte-2,Tupelo Honey,https://s3-media1.fl.yelpcdn.com/bphoto/zlCdu2jy8opqBvuWJUDrlw/o.jpg,FALSE,https://www.yelp.com/biz/tupelo-honey-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,1761,southern,Southern,4,35.21117756,-80.85860422,$$,1820 South Blvd,,,Charlotte,28203,US,NC,1820 South Blvd,"Charlotte, NC 28203",19802259175,(980) 225-9175,3053.095147,pickup,delivery,newamerican,American (New),breakfast_brunch,Breakfast & Brunch,,,,,,,,,,,,,,,,,,,
Z072pEHdos2Gjj3nMdR6uA,luce-restaurant-and-bar-charlotte,Luce Restaurant & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/PWZPRloHl1Op1XuM_mRp9w/o.jpg,FALSE,https://www.yelp.com/biz/luce-restaurant-and-bar-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,199,italian,Italian,4,35.22777,-80.84071,$$$,214 N Tryon St,Ste J,,Charlotte,28202,US,NC,214 N Tryon St,Ste J,17043449222,(704) 344-9222,3682.389681,,,,,,,"Charlotte, NC 28202",,,,,,,,,,,,,,,,,,
sJpl9ufYT87UWhtW-5UkmQ,fitzgeralds-charlotte,Fitzgerald's,https://s3-media1.fl.yelpcdn.com/bphoto/b-r1NHzeD55F_YvocgtpiQ/o.jpg,FALSE,https://www.yelp.com/biz/fitzgeralds-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,185,irish,Irish,3.5,35.2268736,-80.8407635,$$,201 E 5th St,,,Charlotte,28202,US,NC,201 E 5th St,"Charlotte, NC 28202",17049008088,(704) 900-8088,3547.74978,pickup,delivery,sportsbars,Sports Bars,irish_pubs,Irish Pub,,,,,,,,,,,,,,,,,,,
KbLI0QELlAwbfDUVwo43DQ,cajun-yard-dog-charlotte-2,Cajun Yard Dog,https://s3-media3.fl.yelpcdn.com/bphoto/-Iu3pMShg2wZ7Jx7PXFM9w/o.jpg,FALSE,https://www.yelp.com/biz/cajun-yard-dog-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,308,cajun,Cajun/Creole,4,35.0971238,-80.78056097,$$,8036 Providence Rd,Ste 900,,Charlotte,28277,US,NC,8036 Providence Rd,Ste 900,17047521750,(704) 752-1750,11904.84424,,,newamerican,American (New),salad,Salad,"Charlotte, NC 28277",,,,,,,,,,,,,,,,,,
QHe9ZMcryK0tcJu1Eyylsw,jp-charlotte-at-westin-charlotte,JP Charlotte at Westin,https://s3-media2.fl.yelpcdn.com/bphoto/K2d67VCvEXiMsggLl2vVaw/o.jpg,FALSE,https://www.yelp.com/biz/jp-charlotte-at-westin-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,37,diners,Diners,3.5,35.2215951,-80.84746063,$$,601 S College St,,,Charlotte,28202,US,NC,601 S College St,"Charlotte, NC 28202",17043352064,(704) 335-2064,3226.882213,,,breakfast_brunch,Breakfast & Brunch,tradamerican,American (Traditional),,,,,,,,,,,,,,,,,,,
Yc5_nA9NqqxOp8WCugF-Ng,500-degrees-pizzeria-charlotte-2,500 Degrees Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/7UE0eYBHLhY57ANuy1-AcA/o.jpg,FALSE,https://www.yelp.com/biz/500-degrees-pizzeria-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,182,pizza,Pizza,4,35.15357,-80.87615,$,6037 South Blvd,,,Charlotte,28217,US,NC,6037 South Blvd,"Charlotte, NC 28217",17045546601,(704) 554-6601,6248.133115,delivery,,italian,Italian,,,,,,,,,,,,,,,,,,,,,
U66Hketxx9udNd3dMmfPQA,zoewees-charlotte,Zoewee's,https://s3-media3.fl.yelpcdn.com/bphoto/Ieg8KgBygpw9UyvX1j06tA/o.jpg,FALSE,https://www.yelp.com/biz/zoewees-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,19,african,African,4,35.25672,-80.79606,$$,4112 N Tryon St,,,Charlotte,28206,US,NC,4112 N Tryon St,"Charlotte, NC 28206",17045599503,(704) 559-9503,7431.198402,,,,,,,,,,,,,,,,,,,,,,,,,
vOdiLz0dTiyHmkbv61HYGQ,tys-wings-and-tings-charlotte-2,Ty's Wings & Tings,https://s3-media4.fl.yelpcdn.com/bphoto/fBAcsXsPTm48OHI6s7iZcw/o.jpg,FALSE,https://www.yelp.com/biz/tys-wings-and-tings-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,60,chicken_wings,Chicken Wings,4.5,35.23527,-80.73645,$$,5708 N Sharon Amity Rd,Ste H,,Charlotte,28215,US,NC,5708 N Sharon Amity Rd,Ste H,17049005605,(704) 900-5605,9460.844602,pickup,delivery,soulfood,Soul Food,caribbean,Caribbean,"Charlotte, NC 28215",,,,,,,,,,,,,,,,,,
D2ojX9bvE0_-aIj9BhdZZA,300-east-charlotte,300 East,https://s3-media4.fl.yelpcdn.com/bphoto/uoxVLM5qaXFk6EfDqX-5GQ/o.jpg,FALSE,https://www.yelp.com/biz/300-east-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,692,newamerican,American (New),4,35.210281,-80.856636,$$,300 East Blvd,,,Charlotte,28203,US,NC,300 East Blvd,"Charlotte, NC 28203",17043326507,(704) 332-6507,2867.579112,,,wine_bars,Wine Bars,,,,,,,,,,,,,,,,,,,,,
bcTwvbD5wfMSgSO-YczLYw,the-workmans-friend-charlotte-2,The Workman's Friend,https://s3-media1.fl.yelpcdn.com/bphoto/-TcFV9H741J2IVdCihuCcA/o.jpg,FALSE,https://www.yelp.com/biz/the-workmans-friend-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,231,irish_pubs,Irish Pub,4.5,35.220588,-80.812271,$$,1531 Central Ave,,,Charlotte,28205,US,NC,1531 Central Ave,"Charlotte, NC 28205",19802248234,(980) 224-8234,3183.743025,,,breakfast_brunch,Breakfast & Brunch,,,,,,,,,,,,,,,,,,,,,
NVJ1rVXyThay6Om-Q2LKJA,cedar-land-charlotte,Cedar Land,https://s3-media2.fl.yelpcdn.com/bphoto/ft1AR2rOCEFEaG6YdSVuCQ/o.jpg,FALSE,https://www.yelp.com/biz/cedar-land-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,40,lebanese,Lebanese,4,35.211861,-80.761811,$,4832 Central Ave,Ste D,,Charlotte,28205,US,NC,4832 Central Ave,Ste D,17045359662,(704) 535-9662,6486.025966,pickup,delivery,gourmet,Specialty Food,,,"Charlotte, NC 28205",,,,,,,,,,,,,,,,,,
MfmBd9C7tUfOkGu2eJpK2w,sunflower-family-restaurant-charlotte,Sunflower Family Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/bfHXtJuclPSZzGRNflcgYA/o.jpg,FALSE,https://www.yelp.com/biz/sunflower-family-restaurant-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,63,diners,Diners,4.5,35.29321,-80.83786,$,5400 Statesville Rd,,,Charlotte,28269,US,NC,5400 Statesville Rd,"Charlotte, NC 28269",17044943533,(704) 494-3533,10821.09532,,,,,,,,,,,,,,,,,,,,,,,,,
g-ftCJsLjDZgYzrjUf7gng,hunan-express-chinese-restaurant-charlotte,Hunan Express Chinese Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/GxHjlIgLn7btIajKRaXiXg/o.jpg,FALSE,https://www.yelp.com/biz/hunan-express-chinese-restaurant-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,15,chinese,Chinese,3,35.19191,-80.79713,$,901 N Wendover Rd,Ste C,,Charlotte,28211,US,NC,901 N Wendover Rd,Ste C,17043665766,(704) 366-5766,3075.136075,,,,,,,"Charlotte, NC 28211",,,,,,,,,,,,,,,,,,
trodK1jXLGIn5qjJCooIpQ,roosters-at-southpark-charlotte-4,Rooster's at Southpark,https://s3-media3.fl.yelpcdn.com/bphoto/l_5wPKJJMzJQZyJK6Zq88w/o.jpg,FALSE,https://www.yelp.com/biz/roosters-at-southpark-charlotte-4?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,325,southern,Southern,4,35.15387,-80.82777,$$,6601 Morrison Blvd,,,Charlotte,28211,US,NC,6601 Morrison Blvd,"Charlotte, NC 28211",17043668688,(704) 366-8688,4698.833724,,,newamerican,American (New),,,,,,,,,,,,,,,,,,,,,
bcTeQtSdHW5pyLjXz05QEg,frans-filling-station-charlotte,Fran's Filling Station,https://s3-media2.fl.yelpcdn.com/bphoto/fl7XL1jPNpZYXSAhsYr-_Q/o.jpg,FALSE,https://www.yelp.com/biz/frans-filling-station-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,245,newamerican,American (New),3.5,35.1979022,-80.8519628,$$,2410 Park Rd,,,Charlotte,28203,US,NC,2410 Park Rd,"Charlotte, NC 28203",17043722009,(704) 372-2009,1969.171892,,,sandwiches,Sandwiches,tradamerican,American (Traditional),,,,,,,,,,,,,,,,,,,
S9QkaFZ-64t8KpWvC5m4lA,barreled-at-the-lift-charlotte,Barreled At The Lift,https://s3-media2.fl.yelpcdn.com/bphoto/hONMQvzJO-lZscd5aK4w6Q/o.jpg,FALSE,https://www.yelp.com/biz/barreled-at-the-lift-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,75,hookah_bars,Hookah Bars,4,35.1720913,-80.8492887,$$,1600 E Woodlawn Rd,Ste 130,,Charlotte,28209,US,NC,1600 E Woodlawn Rd,Ste 130,17046268850,(704) 626-8850,3173.592456,,,musicvenues,Music Venues,,,"Charlotte, NC 28209",,,,,,,,,,,,,,,,,,
kXoCEwQ1Qr9Ft6uObAvCBQ,pollo-campero-charlotte-3,Pollo Campero,https://s3-media2.fl.yelpcdn.com/bphoto/k-GujqAzlMNmTNnR1PZTaw/o.jpg,FALSE,https://www.yelp.com/biz/pollo-campero-charlotte-3?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,82,latin,Latin American,4,35.15191,-80.87684,$,6124 South Blvd,,,Charlotte,28217,US,NC,6124 South Blvd,"Charlotte, NC 28217",17048177288,(704) 817-7288,6464.915038,pickup,delivery,chickenshop,Chicken Shop,hotdogs,Fast Food,,,,,,,,,,,,,,,,,,,
CAmPPSKoFCd8zo2bxRxRkA,dinos-family-restaurant-charlotte,Dino's Family Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/kdplAAY_YL9tjfYubhr_Bg/o.jpg,FALSE,https://www.yelp.com/biz/dinos-family-restaurant-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,45,breakfast_brunch,Breakfast & Brunch,4,35.25471,-80.79371,$,350 E Sugar Creek Rd,,,Charlotte,28213,US,NC,350 E Sugar Creek Rd,"Charlotte, NC 28213",17045965030,(704) 596-5030,7333.002736,,,,,,,,,,,,,,,,,,,,,,,,,
x6n14NifL1K1-kimB83GVA,seoul-poke-bowl-charlotte,Seoul Poke Bowl,https://s3-media3.fl.yelpcdn.com/bphoto/GuqilTAJ-FUtbnohLlxnqA/o.jpg,FALSE,https://www.yelp.com/biz/seoul-poke-bowl-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,187,poke,Poke,4.5,35.19241,-80.87323,$$,3609 South Blvd,Ste D,,Charlotte,28209,US,NC,3609 South Blvd,Ste D,19802198543,(980) 219-8543,3911.084319,,,hawaiian,Hawaiian,sushi,Sushi Bars,"Charlotte, NC 28209",,,,,,,,,,,,,,,,,,
vqG1Z2XpS_PryPsfY0CSng,the-capital-grille-charlotte,The Capital Grille,https://s3-media2.fl.yelpcdn.com/bphoto/-VNWDggaVn9c1HRFDEiDLQ/o.jpg,FALSE,https://www.yelp.com/biz/the-capital-grille-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,417,steak,Steakhouses,4.5,35.22831377,-80.8419989,$$$,201 N Tryon St,,,Charlotte,28202,US,NC,201 N Tryon St,"Charlotte, NC 28202",17043481400,(704) 348-1400,3732.282323,,,seafood,Seafood,wine_bars,Wine Bars,,,,,,,,,,,,,,,,,,,
R2gNwPARX31w68wjhuJ0zw,hickory-tavern-charlotte-9,Hickory Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/Tr7ukpC7Mm838ifqu34Nqg/o.jpg,FALSE,https://www.yelp.com/biz/hickory-tavern-charlotte-9?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,148,sportsbars,Sports Bars,3.5,35.212829,-80.835897,$$,1100 Metropolitan Ave,Ste 170,,Charlotte,28204,US,NC,1100 Metropolitan Ave,Ste 170,17043345155,(704) 334-5155,1924.874705,,,tradamerican,American (Traditional),chicken_wings,Chicken Wings,"Charlotte, NC 28204",,,,,,,,,,,,,,,,,,
01fuY2NNscttoTxOYbuZXw,pinkys-westside-grill-charlotte,Pinky's Westside Grill,https://s3-media2.fl.yelpcdn.com/bphoto/-oLlr_M868GyAjfyIUdhDA/o.jpg,FALSE,https://www.yelp.com/biz/pinkys-westside-grill-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,1065,burgers,Burgers,4,35.22912,-80.86738,$,1600 W Morehead St,,,Charlotte,28208,US,NC,1600 W Morehead St,"Charlotte, NC 28208",17043320402,(704) 332-0402,4975.724192,,,tradamerican,American (Traditional),salad,Salad,,,,,,,,,,,,,,,,,,,
